year,county,violent_crimes,property_crimes,violent_clearance_rate,property_clearance_rate,arrests_total,arrests_felony,arrests_misdemeanor,arrests_status_offense,dic_total_deaths,dic_arrest_related,dic_city_county_jails,leoka_total_deaths,leoka_felony_deaths,leoka_accidental_deaths,leoka_total_assaults,leoka_injury_assaults,leoka_no_injury_assaults,calls_for_service,contracting_agencies,population_served,hispanic_population,white_population,black_population,native_american_population,asian_pacific_islander_population,other_population,hispanic_proportion,white_proportion,black_proportion,native_american_proportion,asian_pacific_islander_proportion,other_proportion,arrests_total_rate_per_100000,arrests_felony_rate_per_100000,arrests_misdemeanor_rate_per_100000,arrests_status_offense_rate_per_100000,violent_crimes_rate_per_100000,property_crimes_rate_per_100000,dic_total_deaths_rate_per_100000,dic_arrest_related_rate_per_100000,dic_city_county_jails_rate_per_100000,leoka_total_deaths_rate_per_100000,leoka_felony_deaths_rate_per_100000,leoka_accidental_deaths_rate_per_100000,leoka_total_assaults_rate_per_100000,leoka_injury_assaults_rate_per_100000,leoka_no_injury_assaults_rate_per_100000
2007,San Mateo,2129,15540,50.02,16.91,19126,5769,12947,410,3,1,2,0,0,0,127,47,80,,,701838,162125,320740,21757,1404,176161,20353,0.23,0.45,0.03,0,0.25,0.02,2725.130301,821.9845605,1844.727701,58.41803949,303.3463563,2214.18618,0.427449069,0.142483023,0.284966046,0,0,0,18.09534394,6.696702088,11.39864185
2007,Santa Barbara,1644,8895,46.65,12.69,26253,4442,21506,305,1,0,1,0,0,0,104,23,81,,,414750,160923,217744,7466,2074,18249,8710,0.38,0.52,0.01,0,0.04,0.02,6329.837251,1071.006631,5185.292345,73.53827607,396.3833635,2144.665461,0.241109102,0,0.241109102,0,0,0,25.07534659,5.545509343,19.52983725
2007,Santa Clara,5581,44312,38.75,15.23,65259,19021,44217,2021,11,2,9,0,0,0,545,132,413,,,1725066,443342,662425,41402,5175,522695,48302,0.25,0.38,0.02,0,0.3,0.02,3782.985694,1102.624479,2563.206277,117.1549378,323.5238536,2568.713313,0.637656762,0.115937593,0.521719169,0,0,0,31.59299412,7.651881145,23.94111298
2007,Santa Cruz,1239,8866,42.13,12.01,12867,3029,9777,61,0,0,0,0,0,0,59,25,34,,,256543,74397,161366,2565,770,10005,7440,0.28,0.62,0,0,0.03,0.02,5015.533458,1180.698752,3811.057016,23.77769029,482.9599716,3455.950854,0,0,0,0,0,0,22.99809389,9.744955037,13.25313885
2007,Shasta,859,4226,54.48,18.31,10563,2073,8104,386,3,0,3,0,0,0,39,12,27,,,175546,13517,146230,1755,4213,4564,5091,0.07,0.83,0,0.02,0.02,0.02,6017.226254,1180.887061,4616.453807,219.8853862,489.3304319,2407.346223,1.708953778,0,1.708953778,0,0,0,22.21639912,6.835815114,15.38058401
2007,Siskiyou,157,880,71.97,28.75,2553,684,1857,12,1,0,1,0,0,0,13,2,11,,,44877,4353,36261,628,1077,763,1840,0.09,0.8,0.01,0.02,0.01,0.04,5688.882947,1524.166054,4137.977138,26.73975533,349.8451323,1960.915391,2.228312944,0,2.228312944,0,0,0,28.96806828,4.456625889,24.51144239
2007,Solano,2482,15264,51.41,16.9,21507,7561,13769,177,2,0,2,0,0,0,77,28,49,,,411998,90640,181691,58092,2060,59740,19776,0.22,0.44,0.14,0,0.14,0.04,5220.170972,1835.203084,3342.006515,42.9613736,602.4301089,3704.872354,0.48543925,0,0.48543925,0,0,0,18.68941111,6.796149496,11.89326162
2007,Sonoma,1974,9394,72.44,18.96,23197,5568,17534,95,7,3,4,0,0,0,81,28,53,,,471479,105140,324849,7072,3772,18859,11787,0.22,0.68,0.01,0,0.03,0.02,4920.049461,1180.964582,3718.93552,20.14935978,418.6824864,1992.453535,1.484689668,0.636295572,0.848394096,0,0,0,17.17998044,5.938758672,11.24122177
2007,Stanislaus,3207,25421,48.3,12.74,29156,11208,17621,327,3,2,1,0,0,0,115,43,72,,,505959,196818,252980,14167,3542,27828,10625,0.38,0.5,0.02,0,0.05,0.02,5762.52226,2215.199255,3482.693262,64.62974273,633.8458255,5024.320152,0.59293342,0.395288946,0.197644473,0,0,0,22.72911441,8.498712346,14.23040207
2007,Sutter,369,2900,57.45,15.86,4311,1428,2772,111,1,0,1,0,0,0,6,2,4,,,91563,24722,49444,1648,641,11445,3663,0.26,0.53,0.01,0,0.12,0.04,4708.233675,1559.581927,3027.423741,121.2280069,403.0012123,3167.218199,1.092144207,0,1.092144207,0,0,0,6.55286524,2.184288413,4.368576827
2007,Tehama,379,1466,70.97,12.68,3953,1059,2873,21,1,0,1,0,0,0,4,1,3,,,61777,12355,45591,494,927,865,1544,0.19,0.73,0,0.01,0.01,0.02,6398.821568,1714.230215,4650.598119,33.99323373,613.4969325,2373.051459,1.618725416,0,1.618725416,0,0,0,6.474901662,1.618725416,4.856176247
2007,Trinity,20,139,65,24.46,728,212,514,2,0,0,0,0,0,0,0,0,0,,,13806,704,11818,69,207,179,856,0.05,0.85,0,0.01,0.01,0.06,5273.06968,1535.564247,3723.018977,14.48645516,144.8645516,1006.808634,0,0,0,0,0,0,0,0,0
2007,Tulare,2196,16107,45.3,10.08,26890,8839,17616,435,1,0,1,1,1,0,120,44,76,,,419842,238050,152403,5458,2939,14275,7137,0.56,0.36,0.01,0,0.03,0.01,6404.790374,2105.315809,4195.864158,103.6104058,523.0539108,3836.443233,0.238184841,0,0.238184841,0.238184841,0.238184841,0,28.58218092,10.480133,18.10204791
2007,Tuolumne,123,1429,52.84,12.1,3122,864,2150,108,0,0,0,0,0,0,6,2,4,,,56347,5578,46543,1296,733,676,1465,0.09,0.82,0.02,0.01,0.01,0.02,5540.667649,1533.355813,3815.642359,191.6694766,218.2902373,2536.071131,0,0,0,0,0,0,10.64830426,3.549434753,7.098869505
2007,Ventura,2120,17291,39.57,15.07,36963,9690,25671,1602,2,1,1,0,0,0,112,36,76,,,803572,299732,417054,13661,2411,53036,18482,0.37,0.51,0.01,0,0.06,0.02,4599.836729,1205.865809,3194.611062,199.3598582,263.8220346,2151.767359,0.248888712,0.124444356,0.124444356,0,0,0,13.93776787,4.479996814,9.457771052
2007,Yolo,751,6708,53.66,15.11,9077,3138,5897,42,1,0,1,0,0,0,135,26,109,,,192826,54955,103162,4435,1350,22946,6170,0.28,0.53,0.02,0,0.11,0.03,4707.352743,1627.373902,3058.197546,21.78129505,389.4702996,3478.783981,0.518602263,0,0.518602263,0,0,0,70.01130553,13.48365884,56.52764669
2007,Yuba,396,2022,44.19,9.59,5371,1590,3781,0,0,0,0,0,0,0,2,0,2,,,69719,15687,42180,1394,976,4950,4532,0.22,0.6,0.01,0.01,0.07,0.06,7703.782326,2280.583485,5423.198841,0,567.9943774,2900.213715,0,0,0,0,0,0,2.868658472,0,2.868658472
2008,Alameda,12778,59435,31.36,8.84,57800,19223,38122,455,19,7,12,0,0,0,225,105,120,,,1484085,316110,550596,186995,4452,372505,51943,0.21,0.37,0.12,0,0.25,0.03,3894.65563,1295.276214,2568.720794,30.65862131,861.0018968,4004.824522,1.28025012,0.471671097,0.808579023,0,0,0,15.16085669,7.075066455,8.085790234
2008,Amador,127,1059,54.33,20.67,1398,470,926,2,0,0,0,0,0,0,0,0,0,,,37975,4025,30608,835,646,494,1405,0.1,0.8,0.02,0.01,0.01,0.03,3681.369322,1237.656353,2438.446346,5.266622778,334.4305464,2788.676761,0,0,0,0,0,0,0,0,0
2008,Butte,836,6663,52.15,13.31,11729,2412,9298,19,2,1,1,0,0,0,19,8,11,,,217801,27879,167489,3267,1960,9148,8059,0.12,0.76,0.01,0,0.04,0.03,5385.191069,1107.432932,4269.034577,8.72355958,383.8366215,3059.214604,0.918269429,0.459134715,0.459134715,0,0,0,8.72355958,3.673077718,5.050481862
2008,Calaveras,93,829,61.29,13.38,1750,526,1216,8,0,0,0,0,0,0,4,3,1,,,45670,4476,38180,639,868,639,822,0.09,0.83,0.01,0.01,0.01,0.01,3831.837092,1151.740749,2662.579374,17.51696956,203.6347712,1815.195971,0,0,0,0,0,0,8.758484782,6.568863587,2.189621196
2008,Colusa,42,490,80.95,18.57,1327,301,1022,4,0,0,0,0,0,0,3,2,1,,,21145,10742,9135,233,233,233,592,0.5,0.43,0.01,0.01,0.01,0.02,6275.715299,1423.504375,4833.293923,18.91700166,198.6285174,2317.332703,0,0,0,0,0,0,14.18775124,9.458500828,4.729250414
2008,Contra Costa,4597,34759,31.75,9.17,31838,12034,19712,92,5,3,2,2,1,1,191,72,119,,,1027264,229080,525959,92454,3082,140735,35954,0.22,0.51,0.09,0,0.13,0.03,3099.300667,1171.46128,1918.883559,8.955828297,447.499377,3383.648215,0.486729799,0.292037879,0.19469192,0.19469192,0.09734596,0.09734596,18.59307831,7.008909102,11.58416921
2008,Del Norte,114,580,50,28.79,1672,456,1211,5,0,0,0,0,0,0,4,1,3,,,28526,4593,19227,970,1255,998,1483,0.16,0.67,0.03,0.04,0.03,0.05,5861.319498,1598.541681,4245.249947,17.52786931,399.6354203,2033.23284,0,0,0,0,0,0,14.02229545,3.505573862,10.51672159
2008,El Dorado,451,3080,63.85,19.48,6461,1930,4465,66,2,2,0,0,0,0,12,11,1,,,177897,20458,143563,712,1067,7472,4625,0.11,0.8,0,0,0.04,0.02,3631.876873,1084.897441,2509.879312,37.10011973,253.5174848,1731.338921,1.124246052,1.124246052,0,0,0,0,6.745476315,6.183353289,0.562123026
2008,Fresno,4287,37249,49.31,15.28,50599,16486,33702,411,6,2,4,0,0,0,458,67,391,,,906521,436037,322721,44420,5439,79774,19037,0.48,0.35,0.04,0,0.08,0.02,5581.66882,1818.601003,3717.72965,45.33816646,472.9068604,4109.005748,0.661871043,0.220623681,0.441247362,0,0,0,50.52282297,7.390893316,43.13192965
2008,Glenn,63,603,44.44,10.11,2001,449,1433,119,1,0,1,0,0,0,2,0,2,,,28066,9711,16222,196,477,870,617,0.34,0.57,0,0.01,0.03,0.02,7129.623031,1599.80047,5105.821991,424.0005701,224.47089,2148.50709,3.563030001,0,3.563030001,0,0,0,7.126060001,0,7.126060001
2008,Humboldt,459,3662,41.83,14.17,9159,1831,6876,452,1,0,1,0,0,0,13,4,9,,,132931,11033,105148,1329,6779,3190,5450,0.08,0.79,0,0.05,0.02,0.04,6890.040698,1377.406324,5172.608346,340.0260285,345.2919184,2754.812647,0.752269975,0,0.752269975,0,0,0,9.77950967,3.009079899,6.770429772
2008,Imperial,474,6228,51.26,9.61,8562,2713,5821,28,0,0,0,0,0,0,17,3,14,,,168495,128225,28139,5560,1853,3370,1348,0.76,0.16,0.03,0.01,0.02,0,5081.456423,1610.136799,3454.70192,16.61770379,281.3139856,3696.252114,0,0,0,0,0,0,10.08932016,1.780468263,8.308851895
2008,Inyo,85,377,62.35,23.6,1107,247,860,0,0,0,0,0,0,0,2,2,0,,,18416,3260,12615,37,1897,258,350,0.17,0.68,0,0.1,0.01,0.01,6011.077324,1341.225022,4669.852302,0,461.5551694,2047.132928,0,0,0,0,0,0,10.86012163,10.86012163,0
2008,Kern,4631,31907,50.01,14.96,49643,15986,32529,1128,6,1,5,1,0,1,158,58,100,,,812830,374715,339763,45518,4877,30075,17069,0.46,0.41,0.05,0,0.03,0.02,6107.427137,1966.708906,4001.943826,138.7744055,569.7378296,3925.42106,0.738161731,0.123026955,0.615134776,0.123026955,0,0.123026955,19.43825892,7.135563402,12.30269552
2008,Kings,614,3636,56.35,16.96,8712,1944,6158,610,0,0,0,0,0,0,15,4,11,,,151106,73135,57420,11333,1662,4986,2569,0.48,0.37,0.07,0.01,0.03,0.01,5765.489127,1286.514103,4075.284899,403.6901248,406.3372732,2406.257859,0,0,0,0,0,0,9.926806348,2.647148359,7.279657988
2008,Lake,298,1771,71.81,18.63,3976,1068,2885,23,2,0,2,0,0,0,7,2,5,,,64178,9883,48711,1476,1155,1091,1797,0.15,0.75,0.02,0.01,0.01,0.02,6195.269407,1664.121662,4495.309919,35.83782605,464.3335723,2759.512606,3.1163327,0,3.1163327,0,0,0,10.90716445,3.1163327,7.790831749
2008,Lassen,121,449,87.6,70.82,1100,330,762,8,0,0,0,0,0,0,0,0,0,,,35437,5457,24203,3508,957,496,815,0.15,0.68,0.09,0.02,0.01,0.02,3104.100234,931.2300703,2150.29489,22.57527443,341.4510258,1267.037277,0,0,0,0,0,0,0,0,0
2008,Los Angeles,59788,259682,42.48,13.72,399174,141340,244562,13272,58,25,33,4,1,3,2855,521,2334,,,9785474,4628529,2828002,841551,19571,1281897,185924,0.47,0.28,0.08,0,0.13,0.01,4079.25053,1444.385831,2499.235091,135.6296077,610.9872654,2653.749834,0.592715284,0.255480726,0.337234558,0.040876916,0.010219229,0.030657687,29.17589889,5.324218326,23.85168056
2008,Madera,744,3257,67.6,38.19,5426,1858,3564,4,0,0,0,0,0,0,6,2,4,,,147958,73979,60663,5770,1480,2811,3107,0.5,0.41,0.03,0.01,0.01,0.02,3667.256924,1255.76177,2408.791684,2.703469904,502.8454021,2201.300369,0,0,0,0,0,0,4.055204855,1.351734952,2.703469904
2008,Marin,547,5137,48.26,13.52,8040,1846,5959,235,0,0,0,0,0,0,30,19,11,,,249546,33938,187160,7486,499,14474,5740,0.13,0.75,0.02,0,0.05,0.02,3221.850881,739.743374,2387.936493,94.17101456,219.1980637,2058.538306,0,0,0,0,0,0,12.02183165,7.613826709,4.408004937
2008,Mariposa,43,282,90.69,21.63,745,196,534,15,0,0,0,0,0,0,12,8,4,,,18381,1856,15072,110,349,257,754,0.1,0.81,0,0.01,0.01,0.04,4053.098308,1066.318481,2905.173821,81.6060062,233.9372178,1534.192917,0,0,0,0,0,0,65.28480496,43.52320331,21.76160165
2008,Mendocino,560,1580,59.46,22.08,5603,1692,3902,9,0,0,0,0,0,0,19,0,19,,,87715,17631,62278,526,3947,1491,1842,0.2,0.71,0,0.04,0.01,0.02,6387.732999,1928.97452,4448.497976,10.26050276,638.4312831,1801.288263,0,0,0,0,0,0,21.66106139,0,21.66106139
2008,Merced,1541,9023,60.35,19.19,16839,5023,11119,697,3,2,1,0,0,0,47,14,33,,,250734,130632,87757,8776,1254,17551,4764,0.52,0.35,0.03,0,0.06,0.01,6715.88217,2003.318258,4434.580073,277.9838394,614.5955475,3598.634409,1.196487114,0.797658076,0.398829038,0,0,0,18.74496478,5.583606531,13.16135825
2008,Mono,49,399,28.57,6.01,631,175,454,2,0,0,0,0,0,0,0,0,0,,,14143,3239,9957,127,354,156,311,0.22,0.7,0,0.02,0.01,0.02,4461.571095,1237.361239,3210.068585,14.1412713,346.4611469,2821.183624,0,0,0,0,0,0,0,0,0
2008,Monterey,1973,11491,43.13,13.89,17776,5047,12486,243,2,2,0,0,0,0,146,30,116,,,409387,213291,146151,12691,1228,26610,9825,0.52,0.35,0.03,0,0.06,0.02,4342.101728,1232.818824,3049.925865,59.35703869,481.9400714,2806.879554,0.488535298,0.488535298,0,0,0,0,35.66307675,7.328029468,28.33504728
2008,Napa,832,3253,31,16.84,5005,1470,3478,57,0,0,0,0,0,0,1,0,1,,,133969,39119,81051,2545,670,7904,2679,0.29,0.6,0.01,0,0.05,0.01,3735.938911,1097.268771,2596.122984,42.54715643,621.0391956,2428.173682,0,0,0,0,0,0,0.746441341,0,0.746441341
2008,Nevada,266,1422,46.61,14.69,3314,711,2298,305,0,0,0,0,0,0,29,7,22,,,98581,7394,86554,493,690,1380,2169,0.07,0.87,0,0,0.01,0.02,3361.702559,721.2343149,2331.077997,309.3902476,269.8288717,1442.46863,0,0,0,0,0,0,29.41743338,7.100759781,22.3166736
2008,Orange,7637,63705,47.92,17.17,97968,27234,68718,2016,11,3,8,0,0,0,626,174,452,,,2974321,987475,1389008,47589,8923,484814,56512,0.33,0.46,0.01,0,0.16,0.01,3293.793777,915.6375522,2310.376049,67.78017571,256.7644851,2141.83338,0.369832308,0.100863357,0.268968951,0,0,0,21.04682043,5.850074689,15.19674574
2008,Placer,801,8344,54.18,18.22,12030,4180,7821,29,2,0,2,0,0,0,25,14,11,,,333805,39389,260702,4673,2337,18359,8011,0.11,0.78,0.01,0,0.05,0.02,3603.900481,1252.228097,2342.984677,8.687706895,239.960456,2499.662977,0.5991522,0,0.5991522,0,0,0,7.489402495,4.194065397,3.295337098
2008,Plumas,138,330,55.79,15.45,1229,323,893,13,0,0,0,0,0,0,0,0,0,,,20483,1516,17738,184,574,205,266,0.07,0.86,0,0.02,0.01,0.01,6000.097642,1576.917444,4359.712933,63.46726554,673.7294342,1611.092125,0,0,0,0,0,0,0,0,0
2008,Riverside,8324,67428,39.19,12.25,67646,24961,40495,2190,14,12,2,1,0,1,343,86,257,,,2102741,908384,893665,124062,10514,111445,54671,0.43,0.42,0.05,0,0.05,0.02,3217.039093,1187.069639,1925.81968,104.149774,395.8642553,3206.671673,0.665797642,0.570683693,0.095113949,0.047556974,0,0.047556974,16.31204223,4.089899802,12.22214243
2008,Sacramento,9259,51939,39.9,12.38,55182,21250,33393,539,13,3,10,1,0,1,178,105,73,,,1394510,274718,727934,136662,9762,195231,48808,0.19,0.52,0.09,0,0.13,0.03,3957.08887,1523.832744,2394.604556,38.65156937,663.9608178,3724.534066,0.932227091,0.215129329,0.717097762,0.071709776,0,0.071709776,12.76434016,7.5295265,5.234813662
2008,San Benito,243,1230,57.2,21.3,2363,732,1615,16,0,0,0,0,0,0,7,2,5,,,55022,28942,22559,550,330,1376,1321,0.52,0.4,0,0,0.02,0.02,4294.645778,1330.37694,2935.189561,29.07927738,441.6415252,2235.469449,0,0,0,0,0,0,12.72218385,3.634909672,9.087274181
2008,San Bernardino,10489,61290,50.56,17.79,100991,37105,62652,1234,7,5,2,0,0,0,486,170,316,,,2009594,936471,729483,170815,10048,118566,44211,0.46,0.36,0.08,0,0.05,0.02,5025.44295,1846.392853,3117.644659,61.40543811,521.946224,3049.869775,0.348329065,0.248806475,0.09952259,0,0,0,24.1839894,8.459420161,15.72456924
2008,San Diego,12874,84294,47.42,12.69,115678,32585,79495,3598,14,4,10,0,0,0,554,258,296,,,3032689,921937,1552737,148602,12131,315400,84915,0.3,0.51,0.04,0,0.1,0.02,3814.370679,1074.459003,2621.27109,118.640586,424.5077553,2779.513494,0.461636521,0.131896149,0.329740372,0,0,0,18.26761663,8.507301606,9.760315021
2008,San Francisco,6808,37093,31.02,10.77,33497,18494,14993,10,5,0,5,0,0,0,366,52,314,,,795002,112890,354571,50880,2385,251221,23055,0.14,0.44,0.06,0,0.31,0.02,4213.44852,2326.283456,1885.907205,1.257858471,856.3500469,4665.774426,0.628929235,0,0.628929235,0,0,0,46.03762003,6.540864048,39.49675598
2008,San Joaquin,6156,33567,40.59,11.03,38870,12662,26172,36,3,1,2,0,0,0,175,27,148,,,672492,244787,264962,47074,3362,92131,19502,0.36,0.39,0.06,0,0.13,0.02,5779.994409,1882.847677,3891.793508,5.353223533,915.4012241,4991.434842,0.446101961,0.148700654,0.297401307,0,0,0,26.0226144,4.01491765,22.00769675
2008,San Luis Obispo,780,6170,57.69,14.29,12137,2221,9858,58,1,0,1,0,0,0,68,18,50,,,265505,49915,194615,5045,1593,8231,6107,0.18,0.73,0.01,0,0.03,0.02,4571.288676,836.5190863,3712.924427,21.84516299,293.7797782,2323.873373,0.376640741,0,0.376640741,0,0,0,25.6115704,6.779533342,18.83203706
2008,San Mateo,2167,16967,47.2,16.38,18939,5494,13014,431,0,0,0,0,0,0,138,52,86,,,707820,163506,323474,21942,1416,177663,20527,0.23,0.45,0.03,0,0.25,0.02,2675.680258,776.186036,1838.603035,60.89118702,306.1512814,2397.078353,0,0,0,0,0,0,19.49648216,7.346500523,12.14998163
2008,Santa Barbara,1653,9408,61.4,17.15,28428,4123,24093,212,1,0,1,0,0,0,106,35,71,,,418309,162304,219612,7530,2092,18406,8784,0.38,0.52,0.01,0,0.04,0.02,6795.93315,985.635021,5759.61789,50.68023877,395.1624278,2249.055124,0.23905773,0,0.23905773,0,0,0,25.34011939,8.367020552,16.97309883
2008,Santa Clara,5452,42441,39.39,15.42,63288,18306,43306,1676,9,3,6,0,0,0,538,117,421,,,1747912,449213,671198,41950,5244,529617,48942,0.25,0.38,0.02,0,0.3,0.02,3620.777247,1047.306729,2477.584684,95.88583407,311.9150163,2428.097067,0.514900064,0.171633355,0.343266709,0,0,0,30.77958158,6.693700827,24.08588075
2008,Santa Cruz,1247,7882,46.35,14.14,13961,3003,10896,62,1,0,1,0,0,0,95,26,69,,,258737,75034,162746,2587,776,10091,7503,0.29,0.62,0,0,0.03,0.02,5395.82665,1160.638022,4211.226071,23.96255657,481.9565814,3046.336628,0.386492848,0,0.386492848,0,0,0,36.71682056,10.04881405,26.66800651
2008,Shasta,1174,5013,47.18,19.01,11219,1926,8835,458,1,0,1,0,0,0,96,21,75,,,176240,13570,146808,1762,4230,4582,5111,0.07,0.83,0,0.02,0.02,0.02,6365.751248,1092.827962,5013.050386,259.8729006,666.1370858,2844.416704,0.56740808,0,0.56740808,0,0,0,54.47117567,11.91556968,42.55560599
2008,Siskiyou,152,800,75,26.75,2269,657,1607,5,0,0,0,0,0,0,13,1,12,,,44952,4360,36321,629,1079,764,1843,0.09,0.8,0.01,0.02,0.01,0.04,5047.606336,1461.558996,3574.924364,11.12297562,338.1384588,1779.676099,0,0,0,0,0,0,28.91973661,2.224595124,26.69514148
2008,Solano,2354,14781,40.56,13.78,18835,6427,12260,148,1,0,1,0,0,0,66,8,58,,,412908,90840,182092,58220,2065,59872,19820,0.22,0.44,0.14,0,0.14,0.04,4561.54882,1556.521065,2969.184419,35.84333556,570.1027832,3579.732047,0.2421847,0,0.2421847,0,0,0,15.98419018,1.937477598,14.04671258
2008,Sonoma,2031,8699,74.15,21.7,23394,5359,17929,106,6,4,2,0,0,0,100,31,69,,,474819,105885,327150,7122,3799,18993,11870,0.22,0.68,0.01,0,0.04,0.02,4926.930051,1128.640598,3775.965157,22.32429621,427.7419396,1832.066535,1.263639408,0.842426272,0.421213136,0,0,0,21.0606568,6.528803607,14.53185319
2008,Stanislaus,2829,23178,46.58,12.77,26460,9801,16353,306,4,1,3,0,0,0,94,40,54,,,509389,198152,254695,14263,3566,28016,10697,0.38,0.5,0.02,0,0.05,0.02,5194.458459,1924.069817,3210.316674,60.07196857,555.3712389,4550.157149,0.785254491,0.196313623,0.588940868,0,0,0,18.45348054,7.852544912,10.60093563
2008,Sutter,340,2747,45.88,15.1,4301,1317,2839,145,0,0,0,0,0,0,20,7,13,,,92983,25105,50211,1674,651,11623,3719,0.26,0.54,0.01,0,0.12,0.03,4625.576718,1416.387942,3053.246292,155.9424841,365.6582386,2954.303475,0,0,0,0,0,0,21.50930815,7.528257854,13.9810503
2008,Tehama,393,1443,68.95,11.71,4061,1030,3017,14,0,0,0,0,0,0,15,7,8,,,62365,12473,46025,499,935,873,1559,0.2,0.73,0,0.01,0.01,0.02,6511.665197,1651.567386,4837.649323,22.44848874,630.1611481,2313.797803,0,0,0,0,0,0,24.05195222,11.22424437,12.82770785
2008,Trinity,22,86,77.27,24.41,754,214,536,4,0,0,0,0,0,0,0,0,0,,,13759,702,11778,69,206,179,853,0.05,0.85,0,0.01,0.01,0.06,5480.049422,1555.345592,3895.63195,29.07188022,159.8953412,625.0454248,0,0,0,0,0,0,0,0,0
2008,Tulare,2257,16890,47.05,10.31,24881,8084,16366,431,3,1,2,0,0,0,91,27,64,,,427531,242410,155194,5558,2993,14536,7268,0.56,0.36,0.01,0,0.03,0.01,5819.694946,1890.857037,3828.026506,100.8114031,527.9149348,3950.590717,0.701703502,0.233901167,0.467802335,0,0,0,21.28500623,6.31533152,14.96967471
2008,Tuolumne,134,1503,57.46,13.9,3102,887,2093,122,0,0,0,0,0,0,6,1,5,,,56098,5554,46337,1290,729,673,1459,0.09,0.82,0.02,0.01,0.01,0.02,5529.608899,1581.161539,3730.970801,217.4765589,238.8676958,2679.239902,0,0,0,0,0,0,10.69556847,1.782594745,8.912973725
2008,Ventura,2137,16099,40.05,16.19,36949,9165,25960,1824,4,0,4,0,0,0,149,53,96,,,808970,301746,419855,13752,2427,53392,18606,0.37,0.51,0.01,0,0.06,0.02,4567.412883,1132.922111,3209.018876,225.4718964,264.1630716,1990.061436,0.494455913,0,0.494455913,0,0,0,18.41848276,6.551540848,11.86694191
2008,Yolo,549,7285,44.08,12.57,8593,2778,5778,37,1,1,0,1,1,0,86,10,76,,,196219,55922,104977,4513,1374,23350,6279,0.28,0.53,0.02,0,0.11,0.03,4379.290487,1415.765038,2944.668967,18.85648179,279.789419,3712.688374,0.509634643,0.509634643,0,0.509634643,0.509634643,0,43.82857929,5.096346429,38.73223286
2008,Yuba,355,2084,45.07,12.28,4563,1336,3225,2,0,0,0,0,0,0,6,3,3,,,70820,15935,42846,1416,991,5028,4603,0.22,0.6,0.01,0.01,0.07,0.06,6443.095171,1886.472748,4553.798362,2.824061,501.2708274,2942.671562,0,0,0,0,0,0,8.472182999,4.2360915,4.2360915
2009,Alameda,11189,56348,31.9,8.25,56147,18469,37247,431,7,4,3,4,4,0,151,55,96,,,1497799,319031,555683,188723,4493,375948,52423,0.21,0.37,0.12,0,0.25,0.03,3748.633829,1233.076,2486.782272,28.77555667,747.0294746,3762.05352,0.467352428,0.267058531,0.200293898,0.267058531,0.267058531,0,10.08145953,3.672054795,6.409404733
2009,Amador,107,856,65.42,15.65,1267,464,801,2,1,0,1,0,0,0,0,0,0,,,37884,4016,30535,833,644,492,1402,0.1,0.8,0.02,0.01,0.01,0.03,3344.419808,1224.791469,2114.349066,5.279273572,282.4411361,2259.529089,2.639636786,0,2.639636786,0,0,0,0,0,0
2009,Butte,932,6338,50.42,12.81,11275,2248,9026,1,2,0,2,0,0,0,20,10,10,,,218887,28018,168324,3283,1970,9193,8099,0.12,0.76,0.01,0,0.04,0.03,5151.059679,1027.013939,4123.588884,0.456856734,425.7904764,2895.557982,0.913713469,0,0.913713469,0,0,0,9.137134686,4.568567343,4.568567343
2009,Calaveras,84,788,52.38,12.56,1472,501,968,3,0,0,0,0,0,0,3,1,2,,,45632,4472,38148,639,867,639,821,0.09,0.83,0.01,0.01,0.01,0.01,3225.806452,1097.913745,2121.318373,6.574333801,184.0813464,1726.858345,0,0,0,0,0,0,6.574333801,2.1914446,4.382889201
2009,Colusa,59,527,77.96,17.64,1192,275,917,0,0,0,0,0,0,0,4,1,3,,,21221,10780,9167,233,233,233,594,0.5,0.43,0.01,0.01,0.01,0.02,5617.077423,1295.886151,4321.191273,0,278.0264832,2483.389096,0,0,0,0,0,0,18.8492531,4.712313275,14.13693982
2009,Contra Costa,4257,31065,36.1,8.96,30250,11661,18539,50,6,1,5,0,0,0,201,87,114,,,1038390,231561,531656,93455,3115,142259,36344,0.22,0.51,0.08,0,0.13,0.03,2913.163648,1122.988473,1785.360029,4.815146525,409.9615751,2991.650536,0.577817583,0.09630293,0.481514652,0,0,0,19.35688903,8.378354953,10.97853408
2009,Del Norte,108,643,40.74,24.88,1710,437,1268,5,1,0,1,0,0,0,2,0,2,,,28565,4599,19253,971,1257,1000,1485,0.16,0.67,0.03,0.04,0.03,0.05,5986.346928,1529.844215,4438.998775,17.50393839,378.0850691,2251.006476,3.500787677,0,3.500787677,0,0,0,7.001575354,0,7.001575354
2009,El Dorado,520,2650,70.19,22.64,6819,2031,4734,54,1,0,1,0,0,0,13,8,5,,,179150,20602,144574,717,1075,7524,4658,0.11,0.8,0,0,0.04,0.02,3806.307563,1133.686855,2642.47837,30.14233882,290.259559,1479.207368,0.55819146,0,0.55819146,0,0,0,7.256488976,4.465531677,2.790957298
2009,Fresno,4694,35152,50.31,15.15,47044,14957,31710,377,13,7,6,0,0,0,404,77,327,,,918560,441827,327007,45009,5511,80833,19290,0.48,0.35,0.04,0,0.08,0.02,5121.494513,1628.309528,3452.142484,41.04250131,511.0172444,3826.859432,1.415258666,0.762062358,0.653196307,0,0,0,43.98188469,8.382685943,35.59919875
