year,county,violent_crimes,property_crimes,violent_clearance_rate,property_clearance_rate,arrests_total,arrests_felony,arrests_misdemeanor,arrests_status_offense,dic_total_deaths,dic_arrest_related,dic_city_county_jails,leoka_total_deaths,leoka_felony_deaths,leoka_accidental_deaths,leoka_total_assaults,leoka_injury_assaults,leoka_no_injury_assaults,calls_for_service,contracting_agencies,population_served,hispanic_population,white_population,black_population,native_american_population,asian_pacific_islander_population,other_population,hispanic_proportion,white_proportion,black_proportion,native_american_proportion,asian_pacific_islander_proportion,other_proportion,arrests_total_rate_per_100000,arrests_felony_rate_per_100000,arrests_misdemeanor_rate_per_100000,arrests_status_offense_rate_per_100000,violent_crimes_rate_per_100000,property_crimes_rate_per_100000,dic_total_deaths_rate_per_100000,dic_arrest_related_rate_per_100000,dic_city_county_jails_rate_per_100000,leoka_total_deaths_rate_per_100000,leoka_felony_deaths_rate_per_100000,leoka_accidental_deaths_rate_per_100000,leoka_total_assaults_rate_per_100000,leoka_injury_assaults_rate_per_100000,leoka_no_injury_assaults_rate_per_100000
2006,Kern,4189,33464,31.17,12.04,47262,16271,29564,1427,4,1,3,1,0,1,130,41,89,,,774062,356843,323558,43347,4644,28640,16255,0.46,0.41,0.05,0,0.03,0.02,6105.712462,2102.028003,3819.332302,184.3521578,541.1711207,4323.167912,0.516754472,0.129188618,0.387565854,0.129188618,0,0.129188618,16.79452034,5.296733337,11.497787
2006,Kings,535,3623,61.68,16.31,10995,2193,8013,789,0,0,0,0,0,0,10,4,6,,,146045,70686,55497,10953,1606,4819,2483,0.48,0.37,0.07,0.01,0.03,0.01,7528.501489,1501.591975,5486.665069,540.2444452,366.3254476,2480.742237,0,0,0,0,0,0,6.847204629,2.738881851,4.108322777
2006,Lake,329,1555,82.97,24.11,4292,1310,2975,7,0,0,0,0,0,0,6,1,5,,,63449,9771,48158,1459,1142,1079,1777,0.15,0.75,0.02,0.01,0.01,0.02,6764.488014,2064.650349,4688.805182,11.03248278,518.5266907,2450.787246,0,0,0,0,0,0,9.456413813,1.576068969,7.880344844
2006,Lassen,89,506,57.3,20.15,1170,294,872,4,0,0,0,0,0,0,0,0,0,,,34769,5354,23747,3442,939,487,800,0.15,0.68,0.09,0.02,0.01,0.02,3365.066582,845.5808335,2507.981248,11.50450114,255.9751503,1455.319394,0,0,0,0,0,0,0,0,0
2006,Los Angeles,65047,269335,37.95,12.94,390829,146937,228313,15579,82,39,43,2,0,2,2617,618,1999,,,9798609,4634742,2831798,842680,19597,1283618,186174,0.47,0.28,0.08,0,0.13,0.01,3988.61716,1499.56999,2330.055215,158.9919549,663.8391225,2748.706475,0.836853476,0.398015678,0.438837798,0.02041106,0,0.02041106,26.70787252,6.307017659,20.40085486
2006,Madera,777,3478,61.26,33.43,5602,1933,3659,10,1,1,0,0,0,0,7,3,4,,,141693,70847,58094,5526,1417,2692,2976,0.5,0.4,0.03,0.01,0.01,0.02,3953.618033,1364.217004,2582.343517,7.057511663,548.3686562,2454.602556,0.705751166,0.705751166,0,0,0,0,4.940258164,2.117253499,2.823004665
2006,Marin,639,5950,46.32,10.63,7765,1984,5743,38,1,0,1,0,0,0,34,17,17,,,246969,33588,185227,7409,494,14324,5680,0.13,0.75,0.02,0,0.05,0.02,3144.119302,803.3396904,2325.393066,15.38654649,258.7369265,2409.209253,0.404909118,0,0.404909118,0,0,0,13.76691002,6.883455009,6.883455009
2006,Mariposa,49,348,97.95,14.94,881,202,672,7,0,0,0,0,0,0,1,1,0,,,18150,1833,14883,109,345,254,744,0.1,0.82,0,0.01,0.01,0.04,4853.99449,1112.947658,3702.479339,38.56749311,269.9724518,1917.355372,0,0,0,0,0,0,5.509641873,5.509641873,0
2006,Mendocino,479,1768,60.75,32.8,6005,1764,4215,26,0,0,0,0,0,0,15,3,12,,,87802,17648,62339,527,3951,1493,1844,0.2,0.7,0,0.04,0.01,0.02,6839.251953,2009.065853,4800.574019,29.61208173,545.5456596,2013.621558,0,0,0,0,0,0,17.08389331,3.416778661,13.66711464
2006,Merced,1616,9006,60.27,15.68,17027,5353,11002,672,4,3,1,0,0,0,42,12,30,,,243072,126641,85075,8508,1215,17015,4618,0.52,0.34,0.03,0,0.06,0.01,7004.920353,2202.228146,4526.230911,276.4612954,664.8235914,3705.075039,1.645602949,1.234202212,0.411400737,0,0,0,17.27883096,4.936808847,12.34202212
2006,Mono,40,404,20,8.41,576,193,383,0,0,0,0,0,0,0,0,0,0,,,13975,3200,9838,126,349,154,307,0.22,0.7,0,0.02,0.01,0.02,4121.645796,1381.037567,2740.608229,0,286.2254025,2890.876565,0,0,0,0,0,0,0,0,0
2006,Monterey,2014,13118,42.65,15.51,17363,5166,11842,355,3,3,0,0,0,0,149,35,114,,,406935,212013,145276,12615,1221,26451,9766,0.52,0.35,0.03,0,0.06,0.02,4266.774792,1269.490213,2910.047059,87.23751951,494.919336,3223.61065,0.737218475,0.737218475,0,0,0,0,36.61518424,8.600882205,28.01430204
2006,Napa,463,3233,60.9,12.34,5243,1513,3690,40,0,0,0,0,0,0,24,15,9,,,131330,38348,79455,2495,657,7748,2627,0.29,0.6,0.01,0,0.05,0.02,3992.233305,1152.059697,2809.715983,30.45762583,352.547019,2461.737608,0,0,0,0,0,0,18.2745755,11.42160969,6.852965811
2006,Nevada,298,1527,58.38,14.27,3654,969,2580,105,1,0,1,0,0,0,31,11,20,,,98068,7355,86104,490,686,1373,2157,0.07,0.87,0,0,0.01,0.02,3725.98605,988.0898968,2630.827589,107.0685647,303.8707835,1557.08284,1.019700616,0,1.019700616,0,0,0,31.61071909,11.21670677,20.39401232
2006,Orange,8358,67545,49.22,16.42,97714,29620,66409,1685,21,10,11,0,0,0,565,161,404,,,2956334,981503,1380608,47301,8869,481882,56170,0.33,0.46,0.01,0,0.16,0.01,3305.242236,1001.916563,2246.329407,56.99626632,282.7150112,2284.755376,0.710339224,0.338256773,0.372082451,0,0,0,19.1115077,5.445934052,13.66557365
2006,Placer,815,8615,57.79,14.66,11863,4453,7371,39,2,1,1,0,0,0,46,11,35,,,317437,37458,247918,4444,2222,17459,7618,0.11,0.78,0.01,0,0.05,0.02,3737.119491,1402.798036,2322.035554,12.2859024,256.7438578,2713.924338,0.630046277,0.315023138,0.315023138,0,0,0,14.49106437,3.465254523,11.02580985
2006,Plumas,36,538,63.88,15.98,1386,419,924,43,0,0,0,0,0,0,0,0,0,,,20785,1538,18000,187,582,208,270,0.07,0.86,0,0.02,0.01,0.01,6668.270387,2015.876834,4445.513592,206.8799615,173.2018282,2588.4051,0,0,0,0,0,0,0,0,0
2006,Riverside,9388,73964,38.71,10.86,66083,27557,37078,1448,30,20,10,0,0,0,425,121,304,,,1975913,853594,839763,116579,9880,104723,51374,0.43,0.42,0.05,0,0.05,0.02,3344.428626,1394.646424,1876.499623,73.28257874,475.1221334,3743.282219,1.518285471,1.012190314,0.506095157,0,0,0,21.50904417,6.1237514,15.38529277
2006,Sacramento,10849,62633,33.19,10.61,58045,25003,32534,508,10,7,3,1,1,0,214,60,154,,,1365214,268947,712642,133791,9556,191130,47782,0.19,0.52,0.09,0,0.14,0.03,4251.714383,1831.434486,2383.069614,37.21028352,794.6739486,4587.778912,0.732485896,0.512740127,0.219745769,0.07324859,0.07324859,0,15.67519817,4.394915376,11.2802828
2006,San Benito,168,1297,55.95,15.11,2136,694,1429,13,0,0,0,0,0,0,7,2,5,,,55025,28943,22560,550,330,1376,1321,0.52,0.4,0,0,0.02,0.02,3881.871876,1261.244889,2597.001363,23.62562472,305.3157656,2357.110404,0,0,0,0,0,0,12.72149023,3.634711495,9.086778737
2006,San Bernardino,9912,61414,46.07,17.05,106045,40121,63827,2097,25,12,13,1,0,1,297,112,185,,,1959715,913227,711377,166576,9799,115623,43114,0.46,0.36,0.08,0,0.05,0.02,5411.246023,2047.287488,3256.953179,107.0053554,505.7878314,3133.82303,1.275695701,0.612333936,0.663361764,0.051027828,0,0.051027828,15.15526492,5.715116739,9.440148185
2006,San Diego,13578,93354,48.27,11.66,116477,36481,77210,2786,22,11,11,1,1,0,560,240,320,,,2976492,904854,1523964,145848,11906,309555,83342,0.3,0.51,0.04,0,0.1,0.02,3913.230743,1225.637428,2593.993197,93.60011718,456.174584,3136.376647,0.739125118,0.369562559,0.369562559,0.033596596,0.033596596,0,18.81409391,8.063183103,10.7509108
2006,San Francisco,6605,38085,25.6,9.48,32357,17314,15038,5,5,4,1,2,1,1,261,60,201,,,781295,110944,348458,50003,2344,246889,22658,0.14,0.44,0.06,0,0.31,0.02,4141.457452,2216.064355,1924.753134,0.639963138,845.3913055,4874.599223,0.639963138,0.51197051,0.127992628,0.255985255,0.127992628,0.127992628,33.40607581,7.679557657,25.72651815
2006,San Joaquin,6079,36202,39.34,11.46,39759,14542,25189,28,4,2,2,0,0,0,148,44,104,,,656247,238874,258561,45937,3281,89906,19031,0.36,0.39,0.06,0,0.13,0.02,6058.541982,2215.93394,3838.341356,4.266686172,926.3280442,5516.520456,0.609526596,0.304763298,0.304763298,0,0,0,22.55248405,6.704792555,15.84769149
2006,San Luis Obispo,738,6711,55.82,13.18,12596,2516,10027,53,3,2,1,0,0,0,70,20,50,,,260873,49044,191220,4957,1565,8087,6000,0.18,0.73,0.01,0,0.03,0.02,4828.403093,964.453968,3843.632726,20.31639917,282.8962752,2572.516129,1.149984859,0.766656572,0.383328286,0,0,0,26.83298003,7.666565724,19.16641431
2006,San Mateo,2195,17792,45.55,16.83,20016,6367,13295,354,2,2,0,1,1,0,122,64,58,,,699347,161549,319602,21680,1399,175536,20281,0.23,0.45,0.03,0,0.25,0.02,2862.0985,910.420721,1901.059131,50.61864854,313.8642191,2544.087556,0.285981065,0.285981065,0,0.142990533,0.142990533,0,17.44484498,9.151394086,8.293450891
2006,Santa Barbara,1752,9092,47.77,14.91,28569,4551,23326,692,3,2,1,0,0,0,97,17,80,,,412271,159961,216442,7421,2061,18140,8658,0.38,0.52,0.01,0,0.04,0.02,6929.665196,1103.885551,5657.928887,167.8507584,424.9631917,2205.345513,0.727676698,0.485117799,0.242558899,0,0,0,23.52821324,4.123501289,19.40471195
2006,Santa Clara,5438,46820,37.27,16.53,62352,19298,41505,1549,6,1,5,0,0,0,382,120,262,,,1706676,438616,655364,40960,5120,517123,47787,0.25,0.38,0.02,0,0.3,0.02,3653.41752,1130.736004,2431.920294,90.7612224,318.63107,2743.344372,0.351560577,0.05859343,0.292967148,0,0,0,22.38269009,7.031211548,15.35147855
2006,Santa Cruz,1083,9936,40.81,10.3,11929,3071,8822,36,0,0,0,0,0,0,79,28,51,,,255107,73981,160462,2551,765,9949,7398,0.28,0.62,0,0,0.03,0.02,4676.077097,1203.808598,3458.156773,14.11172567,424.5277472,3894.836284,0,0,0,0,0,0,30.96739799,10.97578663,19.99161136
2006,Shasta,648,4986,49.69,16.08,9588,2165,7041,382,3,1,2,0,0,0,29,7,22,,,174747,13456,145564,1747,4194,4543,5068,0.07,0.83,0,0.02,0.02,0.02,5486.789473,1238.934002,4029.253721,218.60175,370.8218167,2853.267867,1.71676767,0.57225589,1.14451178,0,0,0,16.59542081,4.00579123,12.58962958
2006,Siskiyou,153,868,77.12,28.8,2647,789,1848,10,0,0,0,0,0,0,15,2,13,,,44918,4357,36294,629,1078,764,1842,0.09,0.8,0.01,0.02,0.01,0.04,5892.960506,1756.534129,4114.163587,22.26278997,340.6206866,1932.41017,0,0,0,0,0,0,33.39418496,4.452557995,28.94162696
2006,Solano,2531,15127,51.08,15.72,21447,7673,13541,233,3,2,1,0,0,0,84,22,62,,,410964,90412,181235,57946,2055,59590,19726,0.21,0.44,0.14,0,0.14,0.04,5218.705288,1867.073515,3294.935809,56.69596364,615.8690299,3680.857691,0.729990948,0.486660632,0.243330316,0,0,0,20.43974655,5.353266953,15.08647959
2006,Sonoma,2163,10083,72.35,14.82,22254,5638,16539,77,2,0,2,0,0,0,108,20,88,,,469751,104754,323658,7046,3758,18790,11744,0.22,0.68,0.01,0,0.03,0.02,4737.403433,1200.210324,3520.801446,16.39166282,460.45671,2146.456314,0.425757476,0,0.425757476,0,0,0,22.99090369,4.257574758,18.73332893
2006,Stanislaus,3056,25230,45.81,12.31,28465,11392,16530,543,6,2,4,1,1,0,118,44,74,,,500780,194803,250390,14022,3505,27543,10516,0.38,0.5,0.02,0,0.05,0.02,5684.132753,2274.851232,3300.850673,108.4308479,610.2480131,5038.140501,1.198130916,0.399376972,0.798753944,0.199688486,0.199688486,0,23.56324134,8.786293382,14.77694796
2006,Sutter,414,3086,48.06,14.22,3796,1246,2461,89,1,1,0,0,0,0,21,4,17,,,89364,24128,48257,1609,626,11171,3575,0.26,0.54,0.01,0,0.12,0.04,4247.795533,1394.29748,2753.905376,99.59267714,463.2738015,3453.292153,1.119018844,1.119018844,0,0,0,0,23.49939573,4.476075377,19.02332035
2006,Tehama,453,1456,73.06,12.91,3935,1226,2685,24,0,0,0,0,0,0,14,3,11,,,61000,12200,45018,488,915,854,1525,0.2,0.73,0,0.01,0.01,0.02,6450.819672,2009.836066,4401.639344,39.3442623,742.6229508,2386.885246,0,0,0,0,0,0,22.95081967,4.918032787,18.03278689
2006,Trinity,23,185,52.17,23.78,711,229,479,3,0,0,0,0,0,0,0,0,0,,,13806,704,11818,69,207,179,856,0.05,0.85,0,0.01,0.01,0.06,5149.934811,1658.699116,3469.506012,21.72968275,166.5942344,1339.997103,0,0,0,0,0,0,0,0,0
2006,Tulare,2442,19326,49.5,12.54,25859,9355,15840,664,3,1,2,0,0,0,112,47,65,,,412239,233740,149643,5359,2886,14016,7008,0.56,0.36,0.01,0,0.03,0.01,6272.817468,2269.314645,3842.431211,161.0716114,592.3748117,4688.057171,0.727733184,0.242577728,0.485155456,0,0,0,27.16870553,11.40115321,15.76755232
2006,Tuolumne,142,1358,51.4,9.64,2717,818,1765,134,2,0,2,0,0,0,17,4,13,,,56506,5594,46674,1300,735,678,1469,0.09,0.82,0.02,0.01,0.01,0.02,4808.338937,1447.63388,3123.5621,237.1429583,251.3007468,2403.284607,3.539447138,0,3.539447138,0,0,0,30.08530068,7.078894277,23.0064064
2006,Ventura,2224,16630,38.98,16.04,36475,9514,24765,2196,2,1,1,0,0,0,155,34,121,,,799049,298045,414706,13584,2397,52737,18378,0.37,0.51,0.01,0,0.06,0.02,4564.801408,1190.665403,3099.309304,274.8267002,278.3308658,2081.224055,0.250297541,0.125148771,0.125148771,0,0,0,19.39805944,4.2550582,15.14300124
2006,Yolo,821,6259,53.22,16.42,8886,3304,5509,73,0,0,0,0,0,0,92,6,86,,,189078,53887,101157,4349,1324,22500,6050,0.28,0.53,0.02,0,0.11,0.03,4699.647764,1747.426988,2913.612372,38.608405,434.2123356,3310.274067,0,0,0,0,0,0,48.65716794,3.173293561,45.48387438
2006,Yuba,334,2167,31.13,6.78,4848,1600,3246,2,0,0,0,0,0,0,0,0,0,,,68464,15404,41421,1369,958,4861,4450,0.22,0.6,0.01,0.01,0.07,0.06,7081.093713,2336.994625,4741.177845,2.921243281,487.847628,3165.167095,0,0,0,0,0,0,0,0,0
2007,Alameda,12536,62731,27.6,8.74,57483,19295,37648,540,15,6,9,1,0,1,239,76,163,,,1470622,313242,545601,185298,4412,369126,51472,0.21,0.37,0.12,0,0.25,0.03,3908.754255,1312.029876,2560.005222,36.71915693,852.4284282,4265.610062,1.019976581,0.407990633,0.611985949,0.067998439,0,0.067998439,16.25162686,5.167881345,11.08374552
2007,Amador,154,831,62.98,21.9,1619,527,1088,4,0,0,0,0,0,0,0,0,0,,,38025,4031,30648,837,646,494,1407,0.1,0.8,0.02,0.01,0.01,0.03,4257.725181,1385.930309,2861.275477,10.51939513,404.9967127,2185.404339,0,0,0,0,0,0,0,0,0
2007,Butte,977,6666,49.74,15.64,11888,2742,9131,15,4,1,3,0,0,0,39,11,28,,,216401,27699,166412,3246,1948,9089,8007,0.12,0.76,0.01,0,0.04,0.03,5493.505113,1267.092111,4219.481426,6.931576102,451.4766568,3080.39242,1.848420294,0.462105073,1.38631522,0,0,0,18.02209786,5.083155808,12.93894206
2007,Calaveras,68,785,55.88,13.24,2044,589,1455,0,0,0,0,0,0,0,2,1,1,,,45477,4457,38019,637,864,637,819,0.09,0.83,0.01,0.01,0.01,0.01,4494.579678,1295.160191,3199.419487,0,149.5261341,1726.147283,0,0,0,0,0,0,4.397827473,2.198913737,2.198913737
2007,Colusa,66,602,78.78,20.76,1422,347,1066,9,0,0,0,0,0,0,7,6,1,,,21006,10671,9075,231,231,231,588,0.5,0.43,0.01,0.01,0.01,0.02,6769.49443,1651.908978,5074.74055,42.84490146,314.195944,2865.847853,0,0,0,0,0,0,33.32381224,28.56326764,4.760544606
2007,Contra Costa,4954,36406,30.74,9.94,31369,12400,18825,144,7,2,5,0,0,0,228,92,136,,,1015672,226495,520024,91410,3047,139147,35549,0.22,0.51,0.08,0,0.13,0.03,3088.497074,1220.866579,1853.452689,14.17780543,487.7558897,3584.424893,0.689198875,0.196913964,0.492284911,0,0,0,22.44819194,9.05804236,13.39014958
2007,Del Norte,86,514,63.95,19.45,1917,481,1429,7,1,0,1,0,0,0,1,0,1,,,28378,4569,19127,965,1249,993,1476,0.16,0.67,0.03,0.04,0.03,0.05,6755.232927,1694.974981,5035.590951,24.66699556,303.0516597,1811.262245,3.523856509,0,3.523856509,0,0,0,3.523856509,0,3.523856509
2007,El Dorado,471,3112,57.11,17.48,6534,2074,4406,54,2,2,0,1,1,0,9,6,3,,,176226,20266,142214,705,1057,7401,4582,0.11,0.8,0,0,0.04,0.02,3707.738926,1176.897847,2500.198609,30.64247046,267.2704368,1765.914224,1.134906313,1.134906313,0,0.567453157,0.567453157,0,5.107078411,3.40471894,1.70235947
2007,Fresno,4450,35941,50.11,13.74,51151,18214,32412,525,5,3,2,0,0,0,455,83,372,,,893088,429575,317939,43761,5359,78592,18755,0.48,0.35,0.04,0,0.08,0.02,5727.431115,2039.440682,3629.205633,58.7848006,498.271167,4024.351464,0.559855244,0.335913146,0.223942098,0,0,0,50.94682719,9.293597048,41.65323014
2007,Glenn,70,602,50,11.79,2304,516,1595,193,0,0,0,0,0,0,3,0,3,,,27872,9644,16110,195,474,864,613,0.34,0.57,0,0.01,0.03,0.02,8266.360505,1851.320321,5722.588978,692.4512055,251.1481056,2159.873708,0,0,0,0,0,0,10.76349024,0,10.76349024
2007,Humboldt,482,3824,63.07,14.3,9459,1961,7127,371,3,1,2,0,0,0,9,7,2,,,132443,10993,104762,1324,6755,3179,5430,0.08,0.79,0,0.05,0.02,0.04,7141.940306,1480.636953,5381.182848,280.1205047,363.9301435,2887.279811,2.265125375,0.755041792,1.510083583,0,0,0,6.795376124,5.285292541,1.510083583
2007,Imperial,545,6066,47.33,8.9,9123,2822,6275,26,1,1,0,1,0,1,42,17,25,,,164707,125342,27506,5435,1812,3294,1318,0.76,0.16,0.03,0.01,0.01,0,5538.9267,1713.345517,3809.795576,15.78560717,330.8906118,3682.90358,0.607138737,0.607138737,0,0.607138737,0,0.607138737,25.49982697,10.32135853,15.17846843
2007,Inyo,135,331,93.33,54.38,1087,269,816,2,0,0,0,0,0,0,4,1,3,,,18434,3263,12627,37,1899,258,350,0.17,0.68,0,0.1,0.01,0.01,5896.712596,1459.260063,4426.603016,10.8495172,732.3424108,1795.595096,0,0,0,0,0,0,21.69903439,5.424758598,16.27427579
2007,Kern,4590,32033,37.69,11.78,49493,16464,31573,1456,8,5,3,0,0,0,192,62,130,,,795982,366948,332720,44575,4776,29451,16716,0.46,0.41,0.05,0,0.03,0.02,6217.854173,2068.388481,3966.546982,182.9187092,576.6462056,4024.337234,1.005047853,0.628154908,0.376892945,0,0,0,24.12114847,7.78912086,16.33202761
2007,Kings,441,3439,57.14,16.92,9551,2077,6878,596,1,1,0,0,0,0,6,5,1,,,148933,72084,56595,11170,1638,4915,2532,0.48,0.38,0.07,0.01,0.03,0.01,6412.95079,1394.586828,4618.184016,400.1799467,296.1063028,2309.092008,0.671442864,0.671442864,0,0,0,0,4.028657181,3.357214318,0.671442864
2007,Lake,228,1678,64.47,18.53,3932,1062,2855,15,0,0,0,0,0,0,0,0,0,,,63890,9839,48493,1469,1150,1086,1789,0.15,0.75,0.02,0.01,0.01,0.02,6154.327751,1662.231961,4468.617937,23.47785256,356.8633589,2626.389106,0,0,0,0,0,0,0,0,0
2007,Lassen,104,526,74.03,22.24,1165,349,809,7,0,0,0,0,0,0,1,1,0,,,35379,5448,24164,3503,955,495,814,0.15,0.68,0.09,0.02,0.01,0.02,3292.913875,986.4608949,2286.667232,19.78574861,293.9596936,1486.757681,0,0,0,0,0,0,2.826535515,2.826535515,0
2007,Los Angeles,63397,266123,41.09,13.84,399050,145911,237113,16026,73,28,45,1,0,1,2668,669,1999,,,9780808,4626322,2826654,841149,19562,1281286,185835,0.47,0.28,0.08,0,0.13,0.01,4079.928775,1491.809266,2424.268015,163.8514937,648.177533,2720.869278,0.746359605,0.286274917,0.460084688,0.010224104,0,0.010224104,27.27790996,6.839925699,20.43798426
2007,Madera,746,3184,59.65,35.86,6158,2080,4071,7,0,0,0,0,0,0,7,1,6,,,145163,72582,59517,5661,1452,2758,3048,0.5,0.41,0.03,0.01,0.01,0.02,4242.127815,1432.872013,2804.433637,4.822165428,513.9050585,2193.396389,0,0,0,0,0,0,4.822165428,0.688880775,4.133284652
2007,Marin,660,5410,51.36,12.19,8387,1965,6406,16,0,0,0,0,0,0,30,12,18,,,248025,33731,186019,7441,496,14385,5705,0.13,0.75,0.03,0,0.05,0.02,3381.51396,792.2588449,2582.804153,6.450962605,266.1022074,2181.231731,0,0,0,0,0,0,12.09555488,4.838221953,7.25733293
2007,Mariposa,31,330,83.87,16.06,918,240,665,13,0,0,0,0,0,0,2,2,0,,,18310,1849,15014,110,348,256,751,0.1,0.81,0,0.01,0.01,0.04,5013.653741,1310.759148,3631.895139,70.99945385,169.30639,1802.293829,0,0,0,0,0,0,10.9229929,10.9229929,0
2007,Mendocino,544,1691,57.16,20.87,5790,1645,4121,24,1,0,1,0,0,0,21,2,19,,,87617,17611,62208,526,3943,1489,1840,0.2,0.7,0,0.04,0.01,0.02,6608.306607,1877.489528,4703.425134,27.39194449,620.884075,1929.990755,1.14133102,0,1.14133102,0,0,0,23.96795142,2.28266204,21.68528938
2007,Merced,1463,9306,59.53,19.15,16152,4923,10612,617,0,0,0,0,0,0,36,16,20,,,247542,128969,86640,8664,1238,17328,4703,0.52,0.35,0.03,0,0.07,0.01,6524.953341,1988.753424,4286.949285,249.2506322,591.0108184,3759.362048,0,0,0,0,0,0,14.54298664,6.46354962,8.079437025
2007,Mono,52,335,34.61,8.05,625,205,420,0,0,0,0,0,0,0,1,0,1,,,14182,3248,9984,128,355,156,312,0.22,0.7,0,0.02,0.01,0.02,4406.994782,1445.494289,2961.500494,0,366.6619659,2362.149203,0,0,0,0,0,0,7.051191651,0,7.051191651
2007,Monterey,2191,14427,41.44,11.49,17925,5384,12298,243,1,0,1,0,0,0,141,31,110,,,406890,211990,145260,12614,1221,26448,9765,0.52,0.35,0.03,0,0.06,0.02,4405.367544,1323.207747,3022.438497,59.7213006,538.4747721,3545.675735,0.245766669,0,0.245766669,0,0,0,34.65310035,7.618766743,27.0343336
2007,Napa,460,3723,61.3,13.69,5324,1638,3638,48,0,0,0,0,0,0,36,20,16,,,132537,38701,80185,2518,663,7820,2651,0.29,0.6,0.01,0,0.05,0.02,4016.991482,1235.881301,2744.893879,36.21630186,347.0728929,2809.026913,0,0,0,0,0,0,27.1622264,15.09012578,12.07210062
2007,Nevada,267,1420,50.18,16.54,3433,825,2477,131,0,0,0,0,0,0,43,7,36,,,98408,7381,86402,492,689,1378,2165,0.07,0.87,0,0,0.01,0.02,3488.537517,838.3464759,2517.071783,133.1192586,271.3194049,1442.972116,0,0,0,0,0,0,43.6956345,7.113242826,36.58239168
2007,Orange,8212,65467,47.28,16.55,97433,28927,66665,1841,15,6,9,0,0,0,590,151,439,,,2960659,982939,1382628,47371,8882,482587,56253,0.33,0.46,0.01,0,0.16,0.01,3290.92273,977.0459887,2251.69464,62.18210203,277.37068,2211.230675,0.50664396,0.202657584,0.303986376,0,0,0,19.92799576,5.100215864,14.8277799
2007,Placer,859,8179,55.41,16.23,12206,4357,7819,30,1,1,0,0,0,0,36,16,20,,,325985,38466,254594,4564,2282,17929,7824,0.11,0.78,0.01,0,0.05,0.02,3744.344065,1336.564566,2398.576622,9.202877433,263.5090572,2509.011151,0.306762581,0.306762581,0,0,0,0,11.04345292,4.908201298,6.135251622
2007,Plumas,143,446,58.74,15.91,1379,379,984,16,0,0,0,0,0,0,0,0,0,,,20654,1528,17886,186,578,207,269,0.07,0.86,0,0.02,0.01,0.01,6676.672799,1834.995642,4764.210322,77.46683451,692.3598334,2159.388012,0,0,0,0,0,0,0,0,0
2007,Riverside,9260,70746,40.32,11.74,68334,26481,40098,1755,18,10,8,1,0,1,421,100,321,,,2049902,885558,871208,120944,10250,108645,53297,0.43,0.42,0.05,0,0.05,0.02,3333.525212,1291.817853,1956.093511,85.61384886,451.7289119,3451.189374,0.878090758,0.487828199,0.390262559,0.04878282,0,0.04878282,20.53756716,4.878281986,15.65928518
2007,Sacramento,9607,55579,37.32,11.81,54513,22490,31573,450,4,2,2,1,1,0,198,93,105,,,1380172,271894,720450,135257,9661,193224,48306,0.19,0.52,0.09,0,0.13,0.03,3949.725107,1629.507047,2287.613428,32.60463189,696.0726634,4026.961857,0.28981895,0.144909475,0.144909475,0.072454738,0.072454738,0,14.34603803,6.73829059,7.60774744
2007,San Benito,251,1237,55.77,14.47,2134,621,1500,13,1,1,0,0,0,0,24,12,12,,,54948,28903,22529,549,330,1374,1319,0.52,0.41,0,0,0.02,0.02,3883.671835,1130.159423,2729.85368,23.65873189,456.7955158,2251.219335,1.819902453,1.819902453,0,0,0,0,43.67765888,21.83882944,21.83882944
2007,San Bernardino,10238,61546,48.78,16.68,104098,39356,63058,1684,21,15,6,1,1,0,400,135,265,,,1989690,927196,722257,169124,9948,117392,43773,0.46,0.36,0.08,0,0.05,0.02,5231.870291,1977.996572,3169.237419,84.63630013,514.5525182,3093.245681,1.055440797,0.753886284,0.301554514,0.050259086,0.050259086,0,20.10363423,6.784976554,13.31865768
2007,San Diego,13672,89820,45.86,11.44,112127,34235,75008,2884,19,10,9,0,0,0,586,225,361,,,2998477,911537,1535220,146925,11994,311842,83957,0.3,0.51,0.04,0,0.1,0.02,3739.465068,1141.746293,2501.536613,96.18216181,455.9648115,2995.520726,0.633655019,0.333502642,0.300152377,0,0,0,19.54325479,7.503809434,12.03944536
2007,San Francisco,6465,35453,24.43,9.14,32466,17176,15282,8,9,3,6,0,0,0,220,99,121,,,787127,111772,351059,50376,2361,248732,22827,0.14,0.44,0.06,0,0.31,0.02,4124.620296,2182.112925,1941.491017,1.016354413,821.34141,4504.101625,1.143398715,0.381132905,0.76226581,0,0,0,27.94974636,12.57738586,15.3723605
2007,San Joaquin,6054,34415,37.64,11.19,37998,13480,24433,85,3,2,1,1,0,1,139,34,105,,,665304,242171,262130,46571,3327,91147,19294,0.36,0.39,0.06,0,0.13,0.02,5711.374049,2026.141433,3672.456501,12.77611438,909.9599582,5172.823251,0.450921684,0.300614456,0.150307228,0.150307228,0,0.150307228,20.89270469,5.110445751,15.78225894
2007,San Luis Obispo,884,6233,55.76,13.86,12190,2328,9798,64,1,0,1,0,0,0,96,31,65,,,262982,49441,192766,4997,1578,8152,6049,0.18,0.73,0.01,0,0.03,0.02,4635.298233,885.2316889,3725.730278,24.33626636,336.1446791,2370.124191,0.380254162,0,0.380254162,0,0,0,36.50439954,11.78787902,24.71652052
